"","income","sex","age","eduyears","eastwest","socialclass_self","leftright"
"1086",1000,"FRAU",80,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1087",600,"FRAU",46,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1088",800,"FRAU",57,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"1089",1200,"FRAU",54,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1090",2000,"MANN",49,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1091",NA,"MANN",76,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1092",850,"FRAU",77,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1093",590,"FRAU",23,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1094",7500,"MANN",52,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"1095",900,"FRAU",72,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1096",700,"MANN",23,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1097",1590,"MANN",66,20,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1098",1900,"MANN",68,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1099",400,"MANN",42,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"1100",8000,"MANN",72,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","9"
"1101",800,"FRAU",29,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"1102",NA,"FRAU",37,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1103",NA,"MANN",46,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1104",3600,"FRAU",38,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1105",2000,"FRAU",43,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1106",NA,"MANN",29,11,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1107",700,"FRAU",19,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1108",1600,"MANN",41,15,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"1109",1200,"MANN",66,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"1110",3000,"MANN",34,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1111",2400,"FRAU",27,15,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1112",NA,"MANN",66,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1113",1200,"FRAU",49,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"1114",1300,"FRAU",35,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1115",1220,"MANN",33,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1116",1000,"FRAU",56,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","8"
"1117",280,"FRAU",34,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","9"
"1118",3500,"MANN",53,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1119",2000,"MANN",27,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1120",NA,"FRAU",27,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1121",1500,"FRAU",32,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1122",2100,"MANN",70,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1123",550,"FRAU",45,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1124",1100,"MANN",NA,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1125",3000,"MANN",68,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"1126",1500,"MANN",35,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1127",1000,"FRAU",73,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1128",1200,"FRAU",30,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1129",NA,"MANN",75,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1130",450,"MANN",21,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1131",1000,"MANN",29,22,"ALTE BUNDESLAENDER","OBERSCHICHT","6"
"1132",NA,"MANN",41,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1133",399,"FRAU",50,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1134",1460,"FRAU",24,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1135",850,"FRAU",36,13,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"1136",2200,"FRAU",81,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1137",890,"FRAU",68,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1138",1400,"FRAU",71,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1139",4000,"MANN",41,21,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1140",1200,"FRAU",86,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1141",2800,"FRAU",NA,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"1142",860,"FRAU",32,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1143",7000,"MANN",63,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1144",NA,"MANN",62,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1145",2000,"FRAU",84,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1146",NA,"MANN",45,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1147",4200,"MANN",52,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1148",3300,"MANN",53,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1149",1500,"FRAU",48,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1150",480,"MANN",18,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1151",2500,"MANN",47,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1152",NA,"MANN",70,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1153",NA,"FRAU",62,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1154",2000,"FRAU",50,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"1155",1100,"FRAU",90,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1156",NA,"FRAU",47,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"1157",3500,"MANN",53,25,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1158",4300,"FRAU",46,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1159",NA,"FRAU",49,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1160",1100,"MANN",24,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1161",NA,"FRAU",59,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1162",NA,"MANN",48,11,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","9"
"1163",750,"MANN",53,15,"ALTE BUNDESLAENDER","UNTERSCHICHT","8"
"1164",2600,"MANN",45,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1165",1800,"MANN",68,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1166",750,"FRAU",22,14,"ALTE BUNDESLAENDER",NA,"1"
"1167",NA,"FRAU",65,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1168",1300,"MANN",46,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1169",2250,"MANN",38,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1170",750,"MANN",66,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1171",1650,"MANN",30,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1172",1400,"FRAU",76,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1173",1000,"MANN",49,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1174",930,"FRAU",24,10,"NEUE BUNDESLAENDER",NA,"6"
"1175",4000,"MANN",50,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1176",NA,"MANN",88,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1177",2300,"MANN",36,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1178",1900,"MANN",51,25,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"1179",450,"MANN",19,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"1180",1250,"FRAU",44,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1181",NA,"MANN",39,10,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1182",3100,"FRAU",58,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1183",425,"FRAU",47,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1184",1400,"MANN",26,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"1185",5500,"FRAU",60,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"1186",NA,"FRAU",54,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1187",5000,"FRAU",50,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","8"
"1188",NA,"MANN",57,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1189",1800,"MANN",24,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"1190",600,"MANN",61,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"1191",3000,"MANN",46,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1192",3400,"MANN",58,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1193",1527,"MANN",47,6,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","1"
"1194",NA,"MANN",45,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1195",1000,"MANN",78,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1196",900,"FRAU",38,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1197",900,"MANN",84,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"1198",650,"FRAU",39,17,"ALTE BUNDESLAENDER",NA,"2"
"1199",1200,"MANN",23,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1200",950,"MANN",68,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1201",1750,"MANN",44,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"1202",NA,"FRAU",48,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1203",NA,"FRAU",30,12,"NEUE BUNDESLAENDER","UNTERSCHICHT","10"
"1204",NA,"MANN",60,15,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1205",1350,"MANN",67,16,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"1206",2900,"MANN",34,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1207",1800,"MANN",33,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1208",800,"FRAU",61,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1209",1250,"MANN",75,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1210",2000,"FRAU",26,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1211",1800,"FRAU",66,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1212",NA,"FRAU",49,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"1213",1500,"FRAU",29,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1214",1800,"MANN",64,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1215",1200,"FRAU",73,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"1216",2450,"MANN",32,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1217",NA,"MANN",77,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1218",1100,"MANN",70,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"1219",NA,"MANN",44,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1220",1800,"MANN",82,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1221",1200,"FRAU",32,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1222",1350,"MANN",38,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","8"
"1223",1200,"MANN",21,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1224",NA,"FRAU",65,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1225",NA,"MANN",48,21,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1226",800,"FRAU",76,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1227",NA,"FRAU",46,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1228",1700,"MANN",31,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1229",NA,"FRAU",35,9,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1230",NA,"FRAU",28,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1231",650,"FRAU",81,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1232",3000,"FRAU",64,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1233",800,"FRAU",27,11,"NEUE BUNDESLAENDER","UNTERSCHICHT","4"
"1234",NA,"MANN",36,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1235",570,"FRAU",24,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1236",480,"FRAU",26,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"1237",7500,"MANN",67,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1238",1100,"FRAU",88,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1239",450,"FRAU",29,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1240",1200,"MANN",46,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1241",1400,"MANN",78,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","4"
"1242",900,"FRAU",62,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1243",1900,"FRAU",60,16,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"1244",700,"FRAU",64,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1245",630,"FRAU",19,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1246",3500,"MANN",56,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1247",3000,"MANN",27,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1248",NA,"MANN",80,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1249",78,"FRAU",75,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","10"
"1250",NA,"FRAU",53,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1251",800,"FRAU",53,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1252",2200,"FRAU",34,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1253",790,"FRAU",31,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"1254",2100,"FRAU",33,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"1255",2600,"FRAU",42,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"1256",1000,"MANN",54,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","5"
"1257",NA,"MANN",76,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1258",700,"FRAU",67,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1259",NA,"MANN",63,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1260",NA,"MANN",51,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1261",700,"FRAU",75,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1262",1700,"MANN",64,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1263",NA,"FRAU",26,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1264",NA,"MANN",29,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1265",1500,"FRAU",44,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1266",620,"FRAU",72,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1267",NA,"MANN",20,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1268",2500,"MANN",56,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1269",4000,"FRAU",43,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1270",1800,"MANN",36,10,"ALTE BUNDESLAENDER",NA,"5"
"1271",2400,"FRAU",50,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1272",770,"FRAU",33,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1273",3500,"MANN",30,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1274",380,"MANN",46,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"1275",NA,"MANN",35,9,"NEUE BUNDESLAENDER","UNTERSCHICHT",NA
"1276",1200,"FRAU",48,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"1277",NA,"FRAU",35,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1278",1500,"FRAU",50,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1279",368,"FRAU",49,9,"NEUE BUNDESLAENDER","UNTERSCHICHT","5"
"1280",4000,"MANN",58,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1281",NA,"FRAU",64,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1282",NA,"FRAU",22,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"1283",435,"FRAU",20,10,"ALTE BUNDESLAENDER","UNTERSCHICHT","5"
"1284",1500,"FRAU",60,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1285",800,"FRAU",82,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"1286",970,"MANN",44,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"1287",2000,"MANN",44,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"1288",1600,"MANN",45,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1289",901,"FRAU",65,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1290",2100,"FRAU",37,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1291",1100,"MANN",73,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1292",1200,"MANN",68,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1293",650,"MANN",65,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1294",1500,"MANN",61,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1295",1850,"MANN",68,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1296",2500,"MANN",36,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"1297",2000,"MANN",27,12,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"1298",820,"MANN",76,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","9"
"1299",1000,"MANN",87,15,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"1300",NA,"MANN",49,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1301",2200,"MANN",47,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"1302",800,"FRAU",44,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1303",457,"FRAU",21,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1304",NA,"FRAU",70,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1305",1000,"FRAU",73,12,"NEUE BUNDESLAENDER",NA,"6"
"1306",NA,"MANN",74,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1307",1300,"FRAU",56,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1308",1600,"MANN",77,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1309",3000,"MANN",33,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1310",800,"FRAU",81,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1311",1200,"FRAU",70,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1312",3800,"MANN",32,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1313",2800,"MANN",53,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","2"
"1314",1100,"FRAU",64,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1315",2700,"MANN",62,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1316",NA,"FRAU",44,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1317",2600,"MANN",30,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1318",NA,"FRAU",47,10,"ALTE BUNDESLAENDER","UNTERSCHICHT",NA
"1319",970,"MANN",69,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1320",1400,"FRAU",54,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1321",950,"MANN",21,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1322",NA,"MANN",41,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1323",2000,"FRAU",65,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1324",1400,"MANN",47,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1325",300,"FRAU",79,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1326",404,"MANN",61,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"1327",2500,"MANN",47,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1328",550,"FRAU",68,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1329",NA,"FRAU",54,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1330",735,"FRAU",21,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1331",NA,"MANN",88,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1332",2000,"FRAU",48,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"1333",950,"FRAU",44,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1334",704,"MANN",56,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1335",NA,"MANN",59,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1336",NA,"FRAU",59,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1337",2200,"FRAU",52,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"1338",3000,"MANN",44,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1339",2000,"MANN",62,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1340",NA,"FRAU",58,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1341",1800,"MANN",22,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1342",NA,"FRAU",42,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"1343",1054,"FRAU",35,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1344",1100,"MANN",64,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"1345",2500,"MANN",66,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1346",2100,"FRAU",46,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"1347",3600,"FRAU",44,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"1348",3300,"MANN",33,16,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"1349",NA,"FRAU",60,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"1350",1200,"MANN",77,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"1351",2500,"MANN",61,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1352",1600,"MANN",30,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1353",NA,"MANN",72,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"1354",920,"FRAU",80,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1355",1260,"FRAU",47,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1356",NA,"MANN",24,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1357",1150,"FRAU",38,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1358",1500,"MANN",22,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"1359",NA,"MANN",37,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"1360",NA,"MANN",60,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1361",1700,"MANN",75,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1362",1400,"FRAU",86,9,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1363",1100,"MANN",37,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1364",NA,"MANN",19,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1365",1200,"FRAU",41,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1366",NA,"MANN",51,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1367",2300,"MANN",65,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1368",880,"FRAU",72,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1369",NA,"FRAU",45,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1370",300,"FRAU",20,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"1371",NA,"FRAU",45,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"1372",4100,"MANN",43,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1373",NA,"MANN",64,NA,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"1374",1800,"FRAU",59,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"1375",2000,"MANN",54,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1376",550,"MANN",23,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1377",2200,"MANN",64,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"1378",1200,"MANN",43,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1379",1500,"FRAU",56,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1380",1500,"MANN",31,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1381",500,"FRAU",32,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
